# T18_duplication_diagnostic | generated 2026-08-16T20:42:17Z | source raw/stage*_*.jsonl + derived/stage*_classified.parquet manifest sha256=dcf7b4988e7b9f4042ad8055e46bbcedd688051ec131e96c35b9dbc1c40e8f4a | duplicate definition identical to T14 (whitespace-normalized full-conversation text, rep pairs within condition x stimulus cells, non-excluded only) | created timestamp = epoch second embedded in the OpenRouter generation id (the only provider-returned generation identifier in raw/)
section,stage,model,condition,tier,subset,metric,value,note
tier_split,stage1,gemma3_27b,exit_schema,2,,dup_rate,0.4,
tier_split,stage1,gemma3_27b,exit_schema,2,,empty_dup_pairs,0,
tier_split,stage1,gemma3_27b,exit_schema,2,,mean_jaccard,0.8722,
tier_split,stage1,gemma3_27b,none,1,,n_pairs,15,
tier_split,stage1,gemma3_27b,none,1,,dup_pairs,0,
tier_split,stage1,gemma3_27b,none,1,,dup_rate,0.0,
tier_split,stage1,gemma3_27b,none,1,,empty_dup_pairs,0,
tier_split,stage1,gemma3_27b,none,1,,mean_jaccard,0.5939,
tier_split,stage1,gemma3_27b,none,2,,n_pairs,15,
tier_split,stage1,gemma3_27b,none,2,,dup_pairs,2,
tier_split,stage1,gemma3_27b,none,2,,dup_rate,0.1333,
tier_split,stage1,gemma3_27b,none,2,,empty_dup_pairs,0,
tier_split,stage1,gemma3_27b,none,2,,mean_jaccard,0.8145,
tier_split,stage1,gemma3_27b,note_schema,1,,n_pairs,15,
tier_split,stage1,gemma3_27b,note_schema,1,,dup_pairs,0,
tier_split,stage1,gemma3_27b,note_schema,1,,dup_rate,0.0,
tier_split,stage1,gemma3_27b,note_schema,1,,empty_dup_pairs,0,
tier_split,stage1,gemma3_27b,note_schema,1,,mean_jaccard,0.5769,
tier_split,stage1,gemma3_27b,note_schema,2,,n_pairs,15,
tier_split,stage1,gemma3_27b,note_schema,2,,dup_pairs,7,
tier_split,stage1,gemma3_27b,note_schema,2,,dup_rate,0.4667,
tier_split,stage1,gemma3_27b,note_schema,2,,empty_dup_pairs,0,
tier_split,stage1,gemma3_27b,note_schema,2,,mean_jaccard,0.8978,
tier_split,stage1,gemma3_27b,time_schema,1,,n_pairs,15,
tier_split,stage1,gemma3_27b,time_schema,1,,dup_pairs,0,
tier_split,stage1,gemma3_27b,time_schema,1,,dup_rate,0.0,
tier_split,stage1,gemma3_27b,time_schema,1,,empty_dup_pairs,0,
tier_split,stage1,gemma3_27b,time_schema,1,,mean_jaccard,0.5431,
tier_split,stage1,gemma3_27b,time_schema,2,,n_pairs,15,
tier_split,stage1,gemma3_27b,time_schema,2,,dup_pairs,6,
tier_split,stage1,gemma3_27b,time_schema,2,,dup_rate,0.4,
tier_split,stage1,gemma3_27b,time_schema,2,,empty_dup_pairs,0,
tier_split,stage1,gemma3_27b,time_schema,2,,mean_jaccard,0.8992,
tier_split,stage1,gemma3_27b,ALL,1,,dup_rate,0.0,0/90
tier_split,stage1,gemma3_27b,ALL,2,,dup_rate,0.3444,31/90
tier_split,stage1,gemma3_27b,,,,nonempty_texts_spanning_multiple_stimuli,0,H2-incompatible duplication (different payloads)
tier_split,stage1,gpt5_mini,exit_both,1,,n_pairs,15,
tier_split,stage1,gpt5_mini,exit_both,1,,dup_pairs,0,
tier_split,stage1,gpt5_mini,exit_both,1,,dup_rate,0.0,
tier_split,stage1,gpt5_mini,exit_both,1,,empty_dup_pairs,0,
tier_split,stage1,gpt5_mini,exit_both,1,,mean_jaccard,0.5104,
tier_split,stage1,gpt5_mini,exit_both,2,,n_pairs,15,
tier_split,stage1,gpt5_mini,exit_both,2,,dup_pairs,13,
tier_split,stage1,gpt5_mini,exit_both,2,,dup_rate,0.8667,
tier_split,stage1,gpt5_mini,exit_both,2,,empty_dup_pairs,0,
tier_split,stage1,gpt5_mini,exit_both,2,,mean_jaccard,0.967,
tier_split,stage1,gpt5_mini,exit_prose,1,,n_pairs,15,
tier_split,stage1,gpt5_mini,exit_prose,1,,dup_pairs,0,
tier_split,stage1,gpt5_mini,exit_prose,1,,dup_rate,0.0,
tier_split,stage1,gpt5_mini,exit_prose,1,,empty_dup_pairs,0,
tier_split,stage1,gpt5_mini,exit_prose,1,,mean_jaccard,0.5091,
tier_split,stage1,gpt5_mini,exit_prose,2,,n_pairs,15,
tier_split,stage1,gpt5_mini,exit_prose,2,,dup_pairs,15,
tier_split,stage1,gpt5_mini,exit_prose,2,,dup_rate,1.0,
tier_split,stage1,gpt5_mini,exit_prose,2,,empty_dup_pairs,0,
tier_split,stage1,gpt5_mini,exit_prose,2,,mean_jaccard,1.0,
tier_split,stage1,gpt5_mini,exit_schema,1,,n_pairs,15,
tier_split,stage1,gpt5_mini,exit_schema,1,,dup_pairs,0,
tier_split,stage1,gpt5_mini,exit_schema,1,,dup_rate,0.0,
tier_split,stage1,gpt5_mini,exit_schema,1,,empty_dup_pairs,0,
tier_split,stage1,gpt5_mini,exit_schema,1,,mean_jaccard,0.5464,
tier_split,stage1,gpt5_mini,exit_schema,2,,n_pairs,15,
tier_split,stage1,gpt5_mini,exit_schema,2,,dup_pairs,14,
tier_split,stage1,gpt5_mini,exit_schema,2,,dup_rate,0.9333,
tier_split,stage1,gpt5_mini,exit_schema,2,,empty_dup_pairs,0,
tier_split,stage1,gpt5_mini,exit_schema,2,,mean_jaccard,0.9984,
tier_split,stage1,gpt5_mini,none,1,,n_pairs,15,
tier_split,stage1,gpt5_mini,none,1,,dup_pairs,0,
tier_split,stage1,gpt5_mini,none,1,,dup_rate,0.0,
tier_split,stage1,gpt5_mini,none,1,,empty_dup_pairs,0,
tier_split,stage1,gpt5_mini,none,1,,mean_jaccard,0.524,
tier_split,stage1,gpt5_mini,none,2,,n_pairs,15,
tier_split,stage1,gpt5_mini,none,2,,dup_pairs,14,
tier_split,stage1,gpt5_mini,none,2,,dup_rate,0.9333,
tier_split,stage1,gpt5_mini,none,2,,empty_dup_pairs,0,
tier_split,stage1,gpt5_mini,none,2,,mean_jaccard,0.9973,
tier_split,stage1,gpt5_mini,note_schema,1,,n_pairs,15,
tier_split,stage1,gpt5_mini,note_schema,1,,dup_pairs,0,
tier_split,stage1,gpt5_mini,note_schema,1,,dup_rate,0.0,
tier_split,stage1,gpt5_mini,note_schema,1,,empty_dup_pairs,0,
tier_split,stage1,gpt5_mini,note_schema,1,,mean_jaccard,0.5465,
tier_split,stage1,gpt5_mini,note_schema,2,,n_pairs,15,
tier_split,stage1,gpt5_mini,note_schema,2,,dup_pairs,15,
tier_split,stage1,gpt5_mini,note_schema,2,,dup_rate,1.0,
tier_split,stage1,gpt5_mini,note_schema,2,,empty_dup_pairs,0,
tier_split,stage1,gpt5_mini,note_schema,2,,mean_jaccard,1.0,
tier_split,stage1,gpt5_mini,time_schema,1,,n_pairs,15,
tier_split,stage1,gpt5_mini,time_schema,1,,dup_pairs,0,
tier_split,stage1,gpt5_mini,time_schema,1,,dup_rate,0.0,
tier_split,stage1,gpt5_mini,time_schema,1,,empty_dup_pairs,0,
tier_split,stage1,gpt5_mini,time_schema,1,,mean_jaccard,0.5321,
tier_split,stage1,gpt5_mini,time_schema,2,,n_pairs,15,
tier_split,stage1,gpt5_mini,time_schema,2,,dup_pairs,13,
tier_split,stage1,gpt5_mini,time_schema,2,,dup_rate,0.8667,
tier_split,stage1,gpt5_mini,time_schema,2,,empty_dup_pairs,0,
tier_split,stage1,gpt5_mini,time_schema,2,,mean_jaccard,0.9944,
tier_split,stage1,gpt5_mini,ALL,1,,dup_rate,0.0,0/90
tier_split,stage1,gpt5_mini,ALL,2,,dup_rate,0.9333,84/90
tier_split,stage1,gpt5_mini,,,,nonempty_texts_spanning_multiple_stimuli,0,H2-incompatible duplication (different payloads)
tier_split,stage1,gpt_oss_120b,exit_both,1,,n_pairs,15,
tier_split,stage1,gpt_oss_120b,exit_both,1,,dup_pairs,0,
tier_split,stage1,gpt_oss_120b,exit_both,1,,dup_rate,0.0,
tier_split,stage1,gpt_oss_120b,exit_both,1,,empty_dup_pairs,0,
tier_split,stage1,gpt_oss_120b,exit_both,1,,mean_jaccard,0.4214,
tier_split,stage1,gpt_oss_120b,exit_both,2,,n_pairs,15,
tier_split,stage1,gpt_oss_120b,exit_both,2,,dup_pairs,12,
tier_split,stage1,gpt_oss_120b,exit_both,2,,dup_rate,0.8,
tier_split,stage1,gpt_oss_120b,exit_both,2,,empty_dup_pairs,0,
tier_split,stage1,gpt_oss_120b,exit_both,2,,mean_jaccard,0.9648,
tier_split,stage1,gpt_oss_120b,exit_prose,1,,n_pairs,15,
tier_split,stage1,gpt_oss_120b,exit_prose,1,,dup_pairs,0,
tier_split,stage1,gpt_oss_120b,exit_prose,1,,dup_rate,0.0,
tier_split,stage1,gpt_oss_120b,exit_prose,1,,empty_dup_pairs,0,
tier_split,stage1,gpt_oss_120b,exit_prose,1,,mean_jaccard,0.5205,
tier_split,stage1,gpt_oss_120b,exit_prose,2,,n_pairs,15,
tier_split,stage1,gpt_oss_120b,exit_prose,2,,dup_pairs,13,
tier_split,stage1,gpt_oss_120b,exit_prose,2,,dup_rate,0.8667,
tier_split,stage1,gpt_oss_120b,exit_prose,2,,empty_dup_pairs,0,
tier_split,stage1,gpt_oss_120b,exit_prose,2,,mean_jaccard,0.9881,
tier_split,stage1,gpt_oss_120b,exit_schema,1,,n_pairs,15,
tier_split,stage1,gpt_oss_120b,exit_schema,1,,dup_pairs,0,
tier_split,stage1,gpt_oss_120b,exit_schema,1,,dup_rate,0.0,
tier_split,stage1,gpt_oss_120b,exit_schema,1,,empty_dup_pairs,0,
tier_split,stage1,gpt_oss_120b,exit_schema,1,,mean_jaccard,0.5057,
tier_split,stage1,gpt_oss_120b,exit_schema,2,,n_pairs,15,
tier_split,stage1,gpt_oss_120b,exit_schema,2,,dup_pairs,13,
tier_split,stage1,gpt_oss_120b,exit_schema,2,,dup_rate,0.8667,
tier_split,stage1,gpt_oss_120b,exit_schema,2,,empty_dup_pairs,0,
tier_split,stage1,gpt_oss_120b,exit_schema,2,,mean_jaccard,0.9893,
tier_split,stage1,gpt_oss_120b,none,1,,n_pairs,15,
tier_split,stage1,gpt_oss_120b,none,1,,dup_pairs,0,
tier_split,stage1,gpt_oss_120b,none,1,,dup_rate,0.0,
tier_split,stage1,gpt_oss_120b,none,1,,empty_dup_pairs,0,
tier_split,stage1,gpt_oss_120b,none,1,,mean_jaccard,0.503,
tier_split,stage1,gpt_oss_120b,none,2,,n_pairs,15,
tier_split,stage1,gpt_oss_120b,none,2,,dup_pairs,10,
tier_split,stage1,gpt_oss_120b,none,2,,dup_rate,0.6667,
tier_split,stage1,gpt_oss_120b,none,2,,empty_dup_pairs,0,
tier_split,stage1,gpt_oss_120b,none,2,,mean_jaccard,0.8933,
tier_split,stage1,gpt_oss_120b,note_schema,1,,n_pairs,15,
tier_split,stage1,gpt_oss_120b,note_schema,1,,dup_pairs,0,
tier_split,stage1,gpt_oss_120b,note_schema,1,,dup_rate,0.0,
tier_split,stage1,gpt_oss_120b,note_schema,1,,empty_dup_pairs,0,
tier_split,stage1,gpt_oss_120b,note_schema,1,,mean_jaccard,0.4696,
tier_split,stage1,gpt_oss_120b,note_schema,2,,n_pairs,15,
tier_split,stage1,gpt_oss_120b,note_schema,2,,dup_pairs,12,
tier_split,stage1,gpt_oss_120b,note_schema,2,,dup_rate,0.8,
tier_split,stage1,gpt_oss_120b,note_schema,2,,empty_dup_pairs,0,
tier_split,stage1,gpt_oss_120b,note_schema,2,,mean_jaccard,0.9836,
tier_split,stage1,gpt_oss_120b,time_schema,1,,n_pairs,15,
tier_split,stage1,gpt_oss_120b,time_schema,1,,dup_pairs,0,
tier_split,stage1,gpt_oss_120b,time_schema,1,,dup_rate,0.0,
tier_split,stage1,gpt_oss_120b,time_schema,1,,empty_dup_pairs,0,
tier_split,stage1,gpt_oss_120b,time_schema,1,,mean_jaccard,0.5392,
tier_split,stage1,gpt_oss_120b,time_schema,2,,n_pairs,15,
tier_split,stage1,gpt_oss_120b,time_schema,2,,dup_pairs,13,
tier_split,stage1,gpt_oss_120b,time_schema,2,,dup_rate,0.8667,
tier_split,stage1,gpt_oss_120b,time_schema,2,,empty_dup_pairs,0,
tier_split,stage1,gpt_oss_120b,time_schema,2,,mean_jaccard,0.9417,
tier_split,stage1,gpt_oss_120b,ALL,1,,dup_rate,0.0,0/90
tier_split,stage1,gpt_oss_120b,ALL,2,,dup_rate,0.8111,73/90
tier_split,stage1,gpt_oss_120b,,,,nonempty_texts_spanning_multiple_stimuli,0,H2-incompatible duplication (different payloads)
tier_split,stage1,llama4_maverick,exit_both,1,,n_pairs,15,
tier_split,stage1,llama4_maverick,exit_both,1,,dup_pairs,0,
tier_split,stage1,llama4_maverick,exit_both,1,,dup_rate,0.0,
tier_split,stage1,llama4_maverick,exit_both,1,,empty_dup_pairs,0,
tier_split,stage1,llama4_maverick,exit_both,1,,mean_jaccard,0.4917,
tier_split,stage1,llama4_maverick,exit_both,2,,n_pairs,12,
tier_split,stage1,llama4_maverick,exit_both,2,,dup_pairs,2,
tier_split,stage1,llama4_maverick,exit_both,2,,dup_rate,0.1667,
tier_split,stage1,llama4_maverick,exit_both,2,,empty_dup_pairs,0,
tier_split,stage1,llama4_maverick,exit_both,2,,mean_jaccard,0.6895,
tier_split,stage1,llama4_maverick,exit_prose,1,,n_pairs,15,
tier_split,stage1,llama4_maverick,exit_prose,1,,dup_pairs,0,
tier_split,stage1,llama4_maverick,exit_prose,1,,dup_rate,0.0,
tier_split,stage1,llama4_maverick,exit_prose,1,,empty_dup_pairs,0,
tier_split,stage1,llama4_maverick,exit_prose,1,,mean_jaccard,0.5221,
tier_split,stage1,llama4_maverick,exit_prose,2,,n_pairs,15,
tier_split,stage1,llama4_maverick,exit_prose,2,,dup_pairs,8,
tier_split,stage1,llama4_maverick,exit_prose,2,,dup_rate,0.5333,
tier_split,stage1,llama4_maverick,exit_prose,2,,empty_dup_pairs,0,
tier_split,stage1,llama4_maverick,exit_prose,2,,mean_jaccard,0.8144,
tier_split,stage1,llama4_maverick,exit_schema,1,,n_pairs,11,
tier_split,stage1,llama4_maverick,exit_schema,1,,dup_pairs,0,
tier_split,stage1,llama4_maverick,exit_schema,1,,dup_rate,0.0,
tier_split,stage1,llama4_maverick,exit_schema,1,,empty_dup_pairs,0,
tier_split,stage1,llama4_maverick,exit_schema,1,,mean_jaccard,0.5027,
tier_split,stage1,llama4_maverick,exit_schema,2,,n_pairs,6,
tier_split,stage1,llama4_maverick,exit_schema,2,,dup_pairs,1,
tier_split,stage1,llama4_maverick,exit_schema,2,,dup_rate,0.1667,
tier_split,stage1,llama4_maverick,exit_schema,2,,empty_dup_pairs,0,
tier_split,stage1,llama4_maverick,exit_schema,2,,mean_jaccard,0.4488,
tier_split,stage1,llama4_maverick,none,1,,n_pairs,15,
tier_split,stage1,llama4_maverick,none,1,,dup_pairs,0,
tier_split,stage1,llama4_maverick,none,1,,dup_rate,0.0,
tier_split,stage1,llama4_maverick,none,1,,empty_dup_pairs,0,
tier_split,stage1,llama4_maverick,none,1,,mean_jaccard,0.5237,
tier_split,stage1,llama4_maverick,none,2,,n_pairs,15,
tier_split,stage1,llama4_maverick,none,2,,dup_pairs,1,
tier_split,stage1,llama4_maverick,none,2,,dup_rate,0.0667,
tier_split,stage1,llama4_maverick,none,2,,empty_dup_pairs,0,
tier_split,stage1,llama4_maverick,none,2,,mean_jaccard,0.7862,
tier_split,stage1,llama4_maverick,note_schema,1,,n_pairs,13,
tier_split,stage1,llama4_maverick,note_schema,1,,dup_pairs,0,
tier_split,stage1,llama4_maverick,note_schema,1,,dup_rate,0.0,
tier_split,stage1,llama4_maverick,note_schema,1,,empty_dup_pairs,0,
tier_split,stage1,llama4_maverick,note_schema,1,,mean_jaccard,0.5311,
tier_split,stage1,llama4_maverick,note_schema,2,,n_pairs,8,
tier_split,stage1,llama4_maverick,note_schema,2,,dup_pairs,2,
tier_split,stage1,llama4_maverick,note_schema,2,,dup_rate,0.25,
tier_split,stage1,llama4_maverick,note_schema,2,,empty_dup_pairs,0,
tier_split,stage1,llama4_maverick,note_schema,2,,mean_jaccard,0.5185,
tier_split,stage1,llama4_maverick,time_schema,1,,n_pairs,14,
tier_split,stage1,llama4_maverick,time_schema,1,,dup_pairs,0,
tier_split,stage1,llama4_maverick,time_schema,1,,dup_rate,0.0,
tier_split,stage1,llama4_maverick,time_schema,1,,empty_dup_pairs,0,
tier_split,stage1,llama4_maverick,time_schema,1,,mean_jaccard,0.5118,
tier_split,stage1,llama4_maverick,time_schema,2,,n_pairs,9,
tier_split,stage1,llama4_maverick,time_schema,2,,dup_pairs,3,
tier_split,stage1,llama4_maverick,time_schema,2,,dup_rate,0.3333,
tier_split,stage1,llama4_maverick,time_schema,2,,empty_dup_pairs,0,
tier_split,stage1,llama4_maverick,time_schema,2,,mean_jaccard,0.556,
tier_split,stage1,llama4_maverick,ALL,1,,dup_rate,0.0,0/83
tier_split,stage1,llama4_maverick,ALL,2,,dup_rate,0.2615,17/65
tier_split,stage1,llama4_maverick,,,,nonempty_texts_spanning_multiple_stimuli,2,H2-incompatible duplication (different payloads)
tier_split,stage1,qwen3_235b,exit_both,1,,n_pairs,15,
tier_split,stage1,qwen3_235b,exit_both,1,,dup_pairs,10,
tier_split,stage1,qwen3_235b,exit_both,1,,dup_rate,0.6667,
tier_split,stage1,qwen3_235b,exit_both,1,,empty_dup_pairs,10,
tier_split,stage1,qwen3_235b,exit_both,1,,mean_jaccard,0.8319,
tier_split,stage1,qwen3_235b,exit_both,2,,n_pairs,15,
tier_split,stage1,qwen3_235b,exit_both,2,,dup_pairs,8,
tier_split,stage1,qwen3_235b,exit_both,2,,dup_rate,0.5333,
tier_split,stage1,qwen3_235b,exit_both,2,,empty_dup_pairs,0,
tier_split,stage1,qwen3_235b,exit_both,2,,mean_jaccard,0.93,
tier_split,stage1,qwen3_235b,exit_prose,1,,n_pairs,15,
tier_split,stage1,qwen3_235b,exit_prose,1,,dup_pairs,9,
tier_split,stage1,qwen3_235b,exit_prose,1,,dup_rate,0.6,
tier_split,stage1,qwen3_235b,exit_prose,1,,empty_dup_pairs,0,
tier_split,stage1,qwen3_235b,exit_prose,1,,mean_jaccard,0.7448,
tier_split,stage1,qwen3_235b,exit_prose,2,,n_pairs,15,
tier_split,stage1,qwen3_235b,exit_prose,2,,dup_pairs,10,
tier_split,stage1,qwen3_235b,exit_prose,2,,dup_rate,0.6667,
tier_split,stage1,qwen3_235b,exit_prose,2,,empty_dup_pairs,0,
tier_split,stage1,qwen3_235b,exit_prose,2,,mean_jaccard,0.9306,
tier_split,stage1,qwen3_235b,exit_schema,1,,n_pairs,15,
tier_split,stage1,qwen3_235b,exit_schema,1,,dup_pairs,9,
tier_split,stage1,qwen3_235b,exit_schema,1,,dup_rate,0.6,
tier_split,stage1,qwen3_235b,exit_schema,1,,empty_dup_pairs,9,
tier_split,stage1,qwen3_235b,exit_schema,1,,mean_jaccard,0.7582,
tier_split,stage1,qwen3_235b,exit_schema,2,,n_pairs,15,
tier_split,stage1,qwen3_235b,exit_schema,2,,dup_pairs,9,
tier_split,stage1,qwen3_235b,exit_schema,2,,dup_rate,0.6,
tier_split,stage1,qwen3_235b,exit_schema,2,,empty_dup_pairs,0,
tier_split,stage1,qwen3_235b,exit_schema,2,,mean_jaccard,0.9175,
tier_split,stage1,qwen3_235b,none,1,,n_pairs,15,
tier_split,stage1,qwen3_235b,none,1,,dup_pairs,9,
tier_split,stage1,qwen3_235b,none,1,,dup_rate,0.6,
tier_split,stage1,qwen3_235b,none,1,,empty_dup_pairs,0,
tier_split,stage1,qwen3_235b,none,1,,mean_jaccard,0.8549,
tier_split,stage1,qwen3_235b,none,2,,n_pairs,15,
tier_split,stage1,qwen3_235b,none,2,,dup_pairs,14,
tier_split,stage1,qwen3_235b,none,2,,dup_rate,0.9333,
tier_split,stage1,qwen3_235b,none,2,,empty_dup_pairs,0,
tier_split,stage1,qwen3_235b,none,2,,mean_jaccard,0.9987,
tier_split,stage1,qwen3_235b,note_schema,1,,n_pairs,15,
tier_split,stage1,qwen3_235b,note_schema,1,,dup_pairs,0,
tier_split,stage1,qwen3_235b,note_schema,1,,dup_rate,0.0,
tier_split,stage1,qwen3_235b,note_schema,1,,empty_dup_pairs,0,
tier_split,stage1,qwen3_235b,note_schema,1,,mean_jaccard,0.5303,
tier_split,stage1,qwen3_235b,note_schema,2,,n_pairs,15,
tier_split,stage1,qwen3_235b,note_schema,2,,dup_pairs,9,
tier_split,stage1,qwen3_235b,note_schema,2,,dup_rate,0.6,
tier_split,stage1,qwen3_235b,note_schema,2,,empty_dup_pairs,0,
tier_split,stage1,qwen3_235b,note_schema,2,,mean_jaccard,0.8957,
tier_split,stage1,qwen3_235b,time_schema,1,,n_pairs,15,
tier_split,stage1,qwen3_235b,time_schema,1,,dup_pairs,0,
tier_split,stage1,qwen3_235b,time_schema,1,,dup_rate,0.0,
tier_split,stage1,qwen3_235b,time_schema,1,,empty_dup_pairs,0,
tier_split,stage1,qwen3_235b,time_schema,1,,mean_jaccard,0.5517,
tier_split,stage1,qwen3_235b,time_schema,2,,n_pairs,15,
tier_split,stage1,qwen3_235b,time_schema,2,,dup_pairs,8,
tier_split,stage1,qwen3_235b,time_schema,2,,dup_rate,0.5333,
tier_split,stage1,qwen3_235b,time_schema,2,,empty_dup_pairs,0,
tier_split,stage1,qwen3_235b,time_schema,2,,mean_jaccard,0.9142,
tier_split,stage1,qwen3_235b,ALL,1,,dup_rate,0.4111,37/90
tier_split,stage1,qwen3_235b,ALL,2,,dup_rate,0.6444,58/90
tier_split,stage1,qwen3_235b,,,,nonempty_texts_spanning_multiple_stimuli,1,H2-incompatible duplication (different payloads)
tier_split,stage1,sonnet46,exit_both,1,,n_pairs,15,
tier_split,stage1,sonnet46,exit_both,1,,dup_pairs,0,
tier_split,stage1,sonnet46,exit_both,1,,dup_rate,0.0,
tier_split,stage1,sonnet46,exit_both,1,,empty_dup_pairs,0,
tier_split,stage1,sonnet46,exit_both,1,,mean_jaccard,0.6061,
tier_split,stage1,sonnet46,exit_both,2,,n_pairs,15,
tier_split,stage1,sonnet46,exit_both,2,,dup_pairs,4,
tier_split,stage1,sonnet46,exit_both,2,,dup_rate,0.2667,
tier_split,stage1,sonnet46,exit_both,2,,empty_dup_pairs,0,
tier_split,stage1,sonnet46,exit_both,2,,mean_jaccard,0.867,
tier_split,stage1,sonnet46,exit_prose,1,,n_pairs,15,
tier_split,stage1,sonnet46,exit_prose,1,,dup_pairs,0,
tier_split,stage1,sonnet46,exit_prose,1,,dup_rate,0.0,
tier_split,stage1,sonnet46,exit_prose,1,,empty_dup_pairs,0,
tier_split,stage1,sonnet46,exit_prose,1,,mean_jaccard,0.5871,
tier_split,stage1,sonnet46,exit_prose,2,,n_pairs,15,
tier_split,stage1,sonnet46,exit_prose,2,,dup_pairs,9,
tier_split,stage1,sonnet46,exit_prose,2,,dup_rate,0.6,
tier_split,stage1,sonnet46,exit_prose,2,,empty_dup_pairs,0,
tier_split,stage1,sonnet46,exit_prose,2,,mean_jaccard,0.9007,
tier_split,stage1,sonnet46,exit_schema,1,,n_pairs,15,
tier_split,stage1,sonnet46,exit_schema,1,,dup_pairs,0,
tier_split,stage1,sonnet46,exit_schema,1,,dup_rate,0.0,
tier_split,stage1,sonnet46,exit_schema,1,,empty_dup_pairs,0,
tier_split,stage1,sonnet46,exit_schema,1,,mean_jaccard,0.6153,
tier_split,stage1,sonnet46,exit_schema,2,,n_pairs,15,
tier_split,stage1,sonnet46,exit_schema,2,,dup_pairs,4,
tier_split,stage1,sonnet46,exit_schema,2,,dup_rate,0.2667,
tier_split,stage1,sonnet46,exit_schema,2,,empty_dup_pairs,0,
tier_split,stage1,sonnet46,exit_schema,2,,mean_jaccard,0.7889,
tier_split,stage1,sonnet46,none,1,,n_pairs,15,
tier_split,stage1,sonnet46,none,1,,dup_pairs,0,
tier_split,stage1,sonnet46,none,1,,dup_rate,0.0,
tier_split,stage1,sonnet46,none,1,,empty_dup_pairs,0,
tier_split,stage1,sonnet46,none,1,,mean_jaccard,0.5998,
tier_split,stage1,sonnet46,none,2,,n_pairs,15,
tier_split,stage1,sonnet46,none,2,,dup_pairs,7,
tier_split,stage1,sonnet46,none,2,,dup_rate,0.4667,
tier_split,stage1,sonnet46,none,2,,empty_dup_pairs,0,
tier_split,stage1,sonnet46,none,2,,mean_jaccard,0.8955,
tier_split,stage1,sonnet46,note_schema,1,,n_pairs,15,
tier_split,stage1,sonnet46,note_schema,1,,dup_pairs,0,
tier_split,stage1,sonnet46,note_schema,1,,dup_rate,0.0,
tier_split,stage1,sonnet46,note_schema,1,,empty_dup_pairs,0,
tier_split,stage1,sonnet46,note_schema,1,,mean_jaccard,0.5743,
tier_split,stage1,sonnet46,note_schema,2,,n_pairs,15,
tier_split,stage1,sonnet46,note_schema,2,,dup_pairs,5,
tier_split,stage1,sonnet46,note_schema,2,,dup_rate,0.3333,
tier_split,stage1,sonnet46,note_schema,2,,empty_dup_pairs,0,
tier_split,stage1,sonnet46,note_schema,2,,mean_jaccard,0.8831,
tier_split,stage1,sonnet46,time_schema,1,,n_pairs,15,
tier_split,stage1,sonnet46,time_schema,1,,dup_pairs,0,
tier_split,stage1,sonnet46,time_schema,1,,dup_rate,0.0,
tier_split,stage1,sonnet46,time_schema,1,,empty_dup_pairs,0,
tier_split,stage1,sonnet46,time_schema,1,,mean_jaccard,0.5652,
tier_split,stage1,sonnet46,time_schema,2,,n_pairs,15,
tier_split,stage1,sonnet46,time_schema,2,,dup_pairs,6,
tier_split,stage1,sonnet46,time_schema,2,,dup_rate,0.4,
tier_split,stage1,sonnet46,time_schema,2,,empty_dup_pairs,0,
tier_split,stage1,sonnet46,time_schema,2,,mean_jaccard,0.9079,
tier_split,stage1,sonnet46,ALL,1,,dup_rate,0.0,0/90
tier_split,stage1,sonnet46,ALL,2,,dup_rate,0.3889,35/90
tier_split,stage1,sonnet46,,,,nonempty_texts_spanning_multiple_stimuli,0,H2-incompatible duplication (different payloads)
tier_split,stage2,gemini25_flash,exit_both,1,,n_pairs,90,
tier_split,stage2,gemini25_flash,exit_both,1,,dup_pairs,0,
tier_split,stage2,gemini25_flash,exit_both,1,,dup_rate,0.0,
tier_split,stage2,gemini25_flash,exit_both,1,,empty_dup_pairs,0,
tier_split,stage2,gemini25_flash,exit_both,1,,mean_jaccard,0.5637,
tier_split,stage2,gemini25_flash,exit_both,2,,n_pairs,90,
tier_split,stage2,gemini25_flash,exit_both,2,,dup_pairs,53,
tier_split,stage2,gemini25_flash,exit_both,2,,dup_rate,0.5889,
tier_split,stage2,gemini25_flash,exit_both,2,,empty_dup_pairs,0,
tier_split,stage2,gemini25_flash,exit_both,2,,mean_jaccard,0.8894,
tier_split,stage2,gemini25_flash,exit_prose,1,,n_pairs,90,
tier_split,stage2,gemini25_flash,exit_prose,1,,dup_pairs,0,
tier_split,stage2,gemini25_flash,exit_prose,1,,dup_rate,0.0,
tier_split,stage2,gemini25_flash,exit_prose,1,,empty_dup_pairs,0,
tier_split,stage2,gemini25_flash,exit_prose,1,,mean_jaccard,0.5634,
tier_split,stage2,gemini25_flash,exit_prose,2,,n_pairs,90,
tier_split,stage2,gemini25_flash,exit_prose,2,,dup_pairs,60,
tier_split,stage2,gemini25_flash,exit_prose,2,,dup_rate,0.6667,
tier_split,stage2,gemini25_flash,exit_prose,2,,empty_dup_pairs,0,
tier_split,stage2,gemini25_flash,exit_prose,2,,mean_jaccard,0.9706,
tier_split,stage2,gemini25_flash,exit_schema,1,,n_pairs,90,
tier_split,stage2,gemini25_flash,exit_schema,1,,dup_pairs,0,
tier_split,stage2,gemini25_flash,exit_schema,1,,dup_rate,0.0,
